9,9,9,9,9,9,9,69,69,69,69,69,-1073741653,119,119,171,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,-1073741805,170,2,3,4,1610612826,9,9,9,9,9
9,9,9,9,9,9,9,69,69,69,69,69,-1073741653,119,119,171,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,-1073741805,-1073741822,170,154,69,69,1610612826,9,9,9,9,9
9,9,9,9,9,9,9,69,69,69,69,69,-1073741653,119,119,171,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,-1073741805,-1073741822,170,170,154,69,69,1610612826,9,9,9,9,9
9,9,9,9,9,9,9,69,69,69,69,69,-1073741653,119,119,171,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,-1073741805,-1073741822,170,170,170,154,69,69,1610612826,9,9,9,9,9
9,9,9,9,9,9,9,69,69,69,69,69,-1073741653,119,119,171,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,-1073741805,-1073741822,170,170,170,2,35,69,69,1610612826,9,9,9,9,9
9,9,9,9,9,9,9,69,69,69,69,69,-1073741653,119,119,171,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,-1073741820,1610612890,1610612890,1610612890,1610612890,1610612890,1610612890,1610612890,1610612890,1610612890,1610612890,1610612804,-1073741822,170,170,170,2,35,69,69,5,106,9,9,9,9,9
9,9,9,9,9,9,9,69,69,69,69,69,-1073741653,119,119,171,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,-1073741670,170,170,170,170,170,170,170,170,170,170,170,170,170,170,2,19,69,69,5,-1073741610,9,9,9,9,9,9
9,9,9,9,9,9,9,69,69,69,69,69,-1073741653,119,119,171,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,-1073741670,170,170,170,170,170,170,170,170,170,170,170,170,170,2,35,69,69,5,-1073741610,8,-1610612687,-1610612687,-1610612687,-1610612687,-1610612687,-1610612687
9,9,9,9,9,9,9,69,69,69,69,69,-1073741653,119,119,171,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,-1073741670,170,170,51,-1610612582,-1610612582,-1610612582,-1610612582,-1610612582,-1610612582,-1610612582,-1610612582,-1610612582,-1610612582,35,69,69,5,38,9,49,169,169,169,169,169,169
9,9,9,9,9,9,9,69,69,69,69,69,-1073741653,119,119,171,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,-1073741670,170,170,154,69,69,1610612826,90,90,90,90,90,90,90,90,90,90,106,9,9,49,169,169,169,169,169,169
9,9,9,9,9,9,9,69,69,69,-1073741789,1610612890,-1073741773,34,34,1610612787,1610612907,1610612907,1610612907,1610612771,69,69,69,69,69,69,69,69,69,69,69,69,69,-1073741670,170,170,154,69,69,1610612826,9,9,9,9,9,9,9,9,9,9,9,9,9,49,169,169,169,169,169,169
9,9,9,9,9,9,9,69,69,69,-1073741653,34,34,34,34,34,34,34,34,1610612787,1610612890,1610612890,1610612890,1610612890,1610612890,1610612890,1610612771,69,69,69,69,-1073741789,1610612907,-1073741773,170,170,1610612787,1610612771,1610612826,1610612832,94,94,94,94,94,94,96,9,9,9,9,9,9,49,169,169,169,169,169,169
